MeetingStartDt,MeetingEndDt,FirstNm,MiddleNm,LastNm,Title,Status,Affiliation
19390320,19390320,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19390320,19390320,Buckner,A.,McKinney,President,Non-Voting President,Dallas Reserve Bank
19390320,19390320,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19390419,19390419,William,A.,Day,President,Alternate Member,San Francisco Reserve Bank
19390419,19390419,Oscar,$$,Newton,President,Alternate Member,Atlanta Reserve Bank
19390419,19390419,George,J.,Schaller,President,Alternate Member,Chicago Reserve Bank
19390419,19390419,John,S.,Sinclair,President,Alternate Member,Philadelphia Reserve Bank
19390419,19390419,Roy,A.,Young,President,Alternate Member,Boston Reserve Bank
19390419,19390419,Chester,C.,Davis,Governor,Member,Office of Board Members
19390419,19390419,Ernest,G.,Draper,Governor,Member,Office of Board Members
19390419,19390419,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19390419,19390419,Matthew,J.,Fleming,President,Member,Cleveland Reserve Bank
19390419,19390419,George,H.,Hamilton,President,Member,Kansas City Reserve Bank
19390419,19390419,George,L.,Harrison,Vice Chairman,Member,New York Reserve Bank
19390419,19390419,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19390419,19390419,William,McC.,"Martin, Sr.",President,Member,St. Louis Reserve Bank
19390419,19390419,John,K.,McKee,Governor,Member,Office of Board Members
19390419,19390419,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19390419,19390419,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19390419,19390419,Buckner,A.,McKinney,President,Non-Voting President,Dallas Reserve Bank
19390419,19390419,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19390620,19390621,William,A.,Day,President,Alternate Member,San Francisco Reserve Bank
19390620,19390621,Oscar,$$,Newton,President,Alternate Member,Atlanta Reserve Bank
19390620,19390621,George,J.,Schaller,President,Alternate Member,Chicago Reserve Bank
19390620,19390621,John,S.,Sinclair,President,Alternate Member,Philadelphia Reserve Bank
19390620,19390621,Roy,A.,Young,President,Alternate Member,Boston Reserve Bank
19390620,19390621,Chester,C.,Davis,Governor,Member,Office of Board Members
19390620,19390621,Ernest,G.,Draper,Governor,Member,Office of Board Members
19390620,19390621,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19390620,19390621,Matthew,J.,Fleming,President,Member,Cleveland Reserve Bank
19390620,19390621,George,H.,Hamilton,President,Member,Kansas City Reserve Bank
19390620,19390621,George,L.,Harrison,Vice Chairman,Member,New York Reserve Bank
19390620,19390621,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19390620,19390621,William,McC.,"Martin, Sr.",President,Member,St. Louis Reserve Bank
19390620,19390621,John,K.,McKee,Governor,Member,Office of Board Members
19390620,19390621,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19390620,19390621,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19390620,19390621,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19390620,19390621,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19390620,19390621,Robert,S.,Parker,President,Alternate Member,Atlanta Reserve Bank
19390918,19390918,William,A.,Day,President,Alternate Member,San Francisco Reserve Bank
19390918,19390918,Robert,S.,Parker,President,Alternate Member,Atlanta Reserve Bank
19390918,19390918,George,J.,Schaller,President,Alternate Member,Chicago Reserve Bank
19390918,19390918,John,S.,Sinclair,President,Alternate Member,Philadelphia Reserve Bank
19390918,19390918,Roy,A.,Young,President,Alternate Member,Boston Reserve Bank
19390918,19390918,Chester,C.,Davis,Governor,Member,Office of Board Members
19390918,19390918,Ernest,G.,Draper,Governor,Member,Office of Board Members
19390918,19390918,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19390918,19390918,Matthew,J.,Fleming,President,Member,Cleveland Reserve Bank
19390918,19390918,George,H.,Hamilton,President,Member,Kansas City Reserve Bank
19390918,19390918,George,L.,Harrison,Vice Chairman,Member,New York Reserve Bank
19390918,19390918,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19390918,19390918,William,McC.,"Martin, Sr.",President,Member,St. Louis Reserve Bank
19390918,19390918,John,K.,McKee,Governor,Member,Office of Board Members
19390918,19390918,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19390918,19390918,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19390918,19390918,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19390918,19390918,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19391213,19391213,William,A.,Day,President,Alternate Member,San Francisco Reserve Bank
19391213,19391213,Robert,S.,Parker,President,Alternate Member,Atlanta Reserve Bank
19391213,19391213,George,J.,Schaller,President,Alternate Member,Chicago Reserve Bank
19391213,19391213,John,S.,Sinclair,President,Alternate Member,Philadelphia Reserve Bank
19391213,19391213,Roy,A.,Young,President,Alternate Member,Boston Reserve Bank
19391213,19391213,Chester,C.,Davis,Governor,Member,Office of Board Members
19391213,19391213,Ernest,G.,Draper,Governor,Member,Office of Board Members
19391213,19391213,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19391213,19391213,Matthew,J.,Fleming,President,Member,Cleveland Reserve Bank
19391213,19391213,George,H.,Hamilton,President,Member,Kansas City Reserve Bank
19391213,19391213,George,L.,Harrison,Vice Chairman,Member,New York Reserve Bank
19391213,19391213,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19391213,19391213,William,McC.,"Martin, Sr.",President,Member,St. Louis Reserve Bank
19391213,19391213,John,K.,McKee,Governor,Member,Office of Board Members
19391213,19391213,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19391213,19391213,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19391213,19391213,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19391213,19391213,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19400320,19400320,Matthew,J.,Fleming,President,Alternate Member,Cleveland Reserve Bank
19400320,19400320,Hugh,$$,Leach,President,Alternate Member,Richmond Reserve Bank
19400320,19400320,William,McC.,"Martin, Sr.",President,Alternate Member,St. Louis Reserve Bank
19400320,19400320,John,N.,Peyton,President,Alternate Member,Minneapolis Reserve Bank
19400320,19400320,Roy,A.,Young,President,Alternate Member,Boston Reserve Bank
19400320,19400320,Chester,C.,Davis,Governor,Member,Office of Board Members
19400320,19400320,William,A.,Day,President,Member,San Francisco Reserve Bank
19400320,19400320,Ernest,G.,Draper,Governor,Member,Office of Board Members
19400320,19400320,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19400320,19400320,George,L.,Harrison,Vice Chairman,Member,New York Reserve Bank
19400320,19400320,John,K.,McKee,Governor,Member,Office of Board Members
19400320,19400320,Robert,S.,Parker,President,Member,Atlanta Reserve Bank
19400320,19400320,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19400320,19400320,George,J.,Schaller,President,Member,Chicago Reserve Bank
19400320,19400320,John,S.,Sinclair,President,Member,Philadelphia Reserve Bank
19400320,19400320,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19400320,19400320,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19400320,19400320,George,H.,Hamilton,President,Non-Voting President,Kansas City Reserve Bank
19400527,19400528,Matthew,J.,Fleming,President,Alternate Member,Cleveland Reserve Bank
19400527,19400528,Hugh,$$,Leach,President,Alternate Member,Richmond Reserve Bank
19400527,19400528,William,McC.,"Martin, Sr.",President,Alternate Member,St. Louis Reserve Bank
19400527,19400528,John,N.,Peyton,President,Alternate Member,Minneapolis Reserve Bank
19400527,19400528,Roy,A.,Young,President,Alternate Member,Boston Reserve Bank
19400527,19400528,Chester,C.,Davis,Governor,Member,Office of Board Members
19400527,19400528,William,A.,Day,President,Member,San Francisco Reserve Bank
19400527,19400528,Ernest,G.,Draper,Governor,Member,Office of Board Members
19400527,19400528,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19400527,19400528,George,L.,Harrison,Vice Chairman,Member,New York Reserve Bank
19400527,19400528,John,K.,McKee,Governor,Member,Office of Board Members
19400527,19400528,Robert,S.,Parker,President,Member,Atlanta Reserve Bank
19400527,19400528,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19400527,19400528,George,J.,Schaller,President,Member,Chicago Reserve Bank
19400527,19400528,John,S.,Sinclair,President,Member,Philadelphia Reserve Bank
19400527,19400528,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19400527,19400528,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19400527,19400528,George,H.,Hamilton,President,Non-Voting President,Kansas City Reserve Bank
19400927,19400927,Matthew,J.,Fleming,President,Alternate Member,Cleveland Reserve Bank
19400927,19400927,Hugh,$$,Leach,President,Alternate Member,Richmond Reserve Bank
19400927,19400927,William,McC.,"Martin, Sr.",President,Alternate Member,St. Louis Reserve Bank
19400927,19400927,John,N.,Peyton,President,Alternate Member,Minneapolis Reserve Bank
19400927,19400927,Roy,A.,Young,President,Alternate Member,Boston Reserve Bank
19400927,19400927,Chester,C.,Davis,Governor,Member,Office of Board Members
19400927,19400927,William,A.,Day,President,Member,San Francisco Reserve Bank
19400927,19400927,Ernest,G.,Draper,Governor,Member,Office of Board Members
19400927,19400927,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19400927,19400927,George,L.,Harrison,Vice Chairman,Member,New York Reserve Bank
19400927,19400927,John,K.,McKee,Governor,Member,Office of Board Members
19400927,19400927,Robert,S.,Parker,President,Member,Atlanta Reserve Bank
19400927,19400927,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19400927,19400927,George,J.,Schaller,President,Member,Chicago Reserve Bank
19400927,19400927,John,S.,Sinclair,President,Member,Philadelphia Reserve Bank
19400927,19400927,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19400927,19400927,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19400927,19400927,George,H.,Hamilton,President,Non-Voting President,Kansas City Reserve Bank
19401218,19401218,Matthew,J.,Fleming,President,Alternate Member,Cleveland Reserve Bank
19401218,19401218,Hugh,$$,Leach,President,Alternate Member,Richmond Reserve Bank
19401218,19401218,William,McC.,"Martin, Sr.",President,Alternate Member,St. Louis Reserve Bank
19401218,19401218,John,N.,Peyton,President,Alternate Member,Minneapolis Reserve Bank
19401218,19401218,Roy,A.,Young,President,Alternate Member,Boston Reserve Bank
19401218,19401218,Chester,C.,Davis,Governor,Member,Office of Board Members
19401218,19401218,William,A.,Day,President,Member,San Francisco Reserve Bank
19401218,19401218,Ernest,G.,Draper,Governor,Member,Office of Board Members
19401218,19401218,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19401218,19401218,George,L.,Harrison,Vice Chairman,Member,New York Reserve Bank
19401218,19401218,John,K.,McKee,Governor,Member,Office of Board Members
19401218,19401218,Robert,S.,Parker,President,Member,Atlanta Reserve Bank
19401218,19401218,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19401218,19401218,George,J.,Schaller,President,Member,Chicago Reserve Bank
19401218,19401218,John,S.,Sinclair,President,Member,Philadelphia Reserve Bank
19401218,19401218,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19401218,19401218,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19401218,19401218,George,H.,Hamilton,President,Non-Voting President,Kansas City Reserve Bank
19410317,19410317,R.,Randle,Gilbert,President,Alternate Member,Dallas Reserve Bank
19410317,19410317,John,S.,Sinclair,President,Alternate Member,Philadelphia Reserve Bank
19410317,19410317,Kansas City,$$,VACANT,President,Alternate Member,Kansas City Reserve Bank
19410317,19410317,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19410317,19410317,Roy,A.,Young,President,Alternate Member,Boston Reserve Bank
19410317,19410317,Chester,C.,Davis,Governor,Member,Office of Board Members
19410317,19410317,Ernest,G.,Draper,Governor,Member,Office of Board Members
19410317,19410317,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19410317,19410317,Matthew,J.,Fleming,President,Member,Cleveland Reserve Bank
19410317,19410317,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19410317,19410317,John,K.,McKee,Governor,Member,Office of Board Members
19410317,19410317,John,N.,Peyton,President,Member,Minneapolis Reserve Bank
19410317,19410317,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19410317,19410317,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19410317,19410317,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19410317,19410317,St. Louis,$$,VACANT,President,Member,St. Louis Reserve Bank
19410317,19410317,William,A.,Day,President,Non-Voting President,San Francisco Reserve Bank
19410317,19410317,Atlanta,$$,VACANT,President,Non-Voting President,Atlanta Reserve Bank
19410610,19410610,R.,Randle,Gilbert,President,Alternate Member,Dallas Reserve Bank
19410610,19410610,John,S.,Sinclair,President,Alternate Member,Philadelphia Reserve Bank
19410610,19410610,Kansas City,$$,VACANT,President,Alternate Member,Kansas City Reserve Bank
19410610,19410610,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19410610,19410610,Roy,A.,Young,President,Alternate Member,Boston Reserve Bank
19410610,19410610,Chester,C.,Davis,President,Member,St. Louis Reserve Bank
19410610,19410610,Ernest,G.,Draper,Governor,Member,Office of Board Members
19410610,19410610,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19410610,19410610,Matthew,J.,Fleming,President,Member,Cleveland Reserve Bank
19410610,19410610,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19410610,19410610,John,K.,McKee,Governor,Member,Office of Board Members
19410610,19410610,John,N.,Peyton,President,Member,Minneapolis Reserve Bank
19410610,19410610,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19410610,19410610,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19410610,19410610,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19410610,19410610,William,A.,Day,President,Non-Voting President,San Francisco Reserve Bank
19410610,19410610,William,S.,"McLarin, Jr.",President,Non-Voting President,Atlanta Reserve Bank
19410610,19410610,Alfred,H.,Williams,Class C director (President-elect),Non-Voting President,Philadelphia Reserve Bank
19410927,19410927,R.,Randle,Gilbert,President,Alternate Member,Dallas Reserve Bank
19410927,19410927,Harold,G.,Leedy,President,Alternate Member,Kansas City Reserve Bank
19410927,19410927,Alfred,H.,Williams,President,Alternate Member,Philadelphia Reserve Bank
19410927,19410927,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19410927,19410927,Roy,A.,Young,President,Alternate Member,Boston Reserve Bank
19410927,19410927,Chester,C.,Davis,President,Member,St. Louis Reserve Bank
